8638,3221,7932,9883,4449,1746,9654,4526,5383,4453,5314,8403
5384,6665,6448,9111,9764,6858,4160,3511,4929,2330,3890,4560
8824,4086,4167,5026,9873,3966,8266,5416,9015,2741,8537,9154
7426,2438,7617,9517,1504,9835,6076,4867,140,2660,7374,4097
2433,8778,5142,4776,9698,8049,9982,8898,6592,6689,7741,1798
1368,7479,9367,9052,3784,900,3922,4110,1950,278,3721,9408
8374,6105,6516,4326,5057,8212,6973,9797,1720,6875,3413,3329
9934,9523,5353,7331,3379,4273,1672,8475,6850,7325,559,8206
6456,3146,978,4037,9687,1075,5491,6669,2854,8889,4428,7711
4899,3225,5352,6803,5392,6263,3290,5433,9324,6951,6248,3522
5104,7512,5487,7364,9370,5224,3759,9065,9129,3373,6432,1131
8962,9891,5307,8450,7018,8514,2181,9539,2097,6010,3771,3061
3423,4311,8521,9894,1636,6699,7354,4389,4844,1754,3430,2503
8483,441,9946,3211,8422,8986,9249,4444,9391,4047,9329,3213
1816,7225,6736,8389,7099,5378,1419,2657,5187,6356,668,1483
5203,7809,6496,3516,1992,3841,3680,2716,4504,6572,6747,4969
6207,3484,872,1725,8649,4233,2231,5660,3036,7973,8174,2263
3156,7003,8018,5921,9444,4585,1438,6147,1446,638,2466,9133
8605,7175,1038,6723,6243,5432,8867,6983,6200,4568,1469,3312
2444,6759,1869,2375,1449,1303,1811,6357,5890,3396,2155,8126
1806,4606,2592,8547,7313,553,8419,9191,3628,3945,6852,44
5785,9236,3714,3087,9194,1457,9189,7021,7272,9983,1909,7116
6789,6549,2120,8619,2518,4747,5135,1314,3188,9900,6492,2266
2420,9856,2524,7254,3051,9063,8589,7384,8638,8792,8441,4122
6228,741,2266,514,5703,8324,7387,2226,7874,3170,4192,598
9110,9350,3437,959,3329,5847,1577,2239,7773,7969,1907,5755
7765,1568,8624,2601,4855,2181,3930,5882,9742,4677,6847,4252
229,3227,5637,1057,8482,1477,7545,6337,4955,2652,6423,6105
2230,3266,8129,3063,7508,2796,7807,1627,4627,2121,3222,6399
920,9389,3180,4481,737,6757,1314,4417,3537,4104,196,2416
9158,6175,8400,331,1494,6778,7584,4574,6520,1440,9186,6473
4817,4132,791,8863,9560,1905,5586,9733,7435,7848,4513,4158
8452,8760,712,7942,8009,6569,9660,6531,9382,263,3535,1338
3810,7224,810,9842,3596,2029,8474,9927,9137,2230,7010,6076
9866,9374,5568,4616,3494,6726,4928,278,9736,1196,7636,8132
2996,2604,5084,5666,8955,6612,6579,5344,6190,2703,5045,361
2824,2805,1318,6484,5478,1923,9299,8490,4310,2106,4309,1380
2382,7385,8563,663,9765,7425,678,9900,8225,2212,3347,4945
7680,5740,743,1150,2915,2701,1027,1700,9789,8702,1381,9774
4845,5304,3419,6314,8706,5546,8661,2285,9027,8659,2080,1665
5363,9530,2821,1750,7187,5940,2449,7258,2919,617,4888,4658
468,4466,887,4892,4705,9022,2192,6993,4109,5745,6082,9172
7946,6570,2689,799,6249,3677,8002,6731,8023,6253,8381,2366
2869,2885,6749,4123,337,6779,4535,1819,7579,749,9289,6242
5464,639,9736,7871,2657,4430,1038,2974,9785,8183,3044,7052
6971,9708,8072,7847,7126,5471,5564,5680,8360,9115,4607,4089
9463,531,5269,4802,9753,5557,5197,8899,4058,674,8210,4636
7310,7694,7641,3199,6226,5359,1600,6732,4201,886,5010,4293
6614,7964,7822,6834,8061,6937,1484,8414,557,3384,1248,3087
5259,1978,6605,7896,9776,741,5953,3398,8224,3250,6112,7461
4262,4309,7027,6129,2283,5573,3898,246,3543,1700,7382,9943
5176,6893,9563,5685,3020,4048,6669,6782,1451,9100,459,7433
7111,9052,9579,5283,4735,6524,6606,8163,9921,9304,4232,6179
7702,2826,3117,5228,4449,9867,99,2222,2155,6739,4384,4948
1196,5691,1984,6430,2935,8306,6431,6126,6330,3800,8567,2001
1166,7203,3493,9247,4481,2953,8232,5273,8505,5874,6162,1690
8777,6279,879,6442,1677,4901,677,5127,5511,1823,6921,6682
3903,1522,9913,839,8121,9908,8982,5915,1600,601,27,1649
9396,3837,9309,9474,5335,2364,2044,4780,8026,7648,1145,2162
4502,1383,3110,2015,2836,7402,7770,7082,6532,9498,1203,7978
6967,6038,5784,5211,6559,5530,7305,8592,3956,4426,422,1004
8444,115,6612,2457,5380,5845,5656,5168,6319,4587,8411,3963
6533,4047,6399,8827,7813,328,2254,7382,3719,1896,4241,9622
6878,3295,7664,1866,4915,8613,424,1653,8155,5958,9628,396
4202,6160,1026,7669,2341,4808,2804,2235,1107,9383,5172,108
1565,367,4213,6440,829,6442,7543,4638,5,3486,5301,5261
8605,7246,4632,9593,8802,8362,6497,2228,1226,677,4980,9930
